1.4083,1.0171,-0.026917,0.5042,0.92963,0.7306,1.0039,0.76002,0.62482,0.64484,0.91429,0.82735,0.93692,0.67317,1.0389,1.1895,0.85888,1.0337,1.0077,0.79852,0.95807,0.8961,0.3499,0.81212,1.3025,1.0614,0.74968,0.32325,0.52685,1.1339,1.2486,0.99936,1.0616,1.1317,0.63589,0.8603,1.2872,0.54361,0.58701,0.93079,0.96075,0.86204,0.41909,0.76598,0.74835,1.1547,0.50543,1.1164,0.45686,1.1367,0.94181,0.95285,0.90232,0.56985,1.091,1.2262,0.58175,0.69527,1.1771,1.1994,0.9955,1.0012,0.58138,0.30846,0.74618,1.3049,1.5023,0.92073,0.48339,0.24938,1.1994,0.82183,1.0034,1.4038,0.9739,1.2716,0.51448,0.70595,0.84645,0.71974,0.71858,0.57108,0.29516,0.45354,0.72395,0.93958,0.86616,1.265,0.69125,0.98577,0.34875,1.6777,0.31626,1.6947,0.3533,0.96359,0.67451,0.81731,0.84059,1.3091,1.0211,1.188,1.2865,0.8623,0.88966,0.92805,0.84119,0.75157,0.32742,0.65147,0.26128,1.1098,1.3504,0.80266,0.41296,1.6321,0.62323,0.8078,0.71037,0.54763,1.8159,0.57358,0.68478,0.59227,0.71603,1.1369,0.80244,1.176,0.18122,0.73042,0.761,0.3545,1.0331,1.1338,0.85453,0.92559,0.37819,0.86546,0.71445,0.95487,0.76134,0.79567,0.8085,0.47595,0.38457,0.57389,0.83778,0.71763,0.55163,1.5127,1.1554,0.0054873,0.60545,0.84258,1.4334,1.0413,0.62228,-0.1614,1.0604,0.81151,0.9766,0.83487,1.3355,0.56344,0.7763,1.1476,0.81858,0.74399,1.0846,1.2829,0.97737,1.031,1.2344,1.3237,0.86296,1.1785,0.56259,1.2887,0.76303,0.45884,0.96584,1.4047,1.2435,1.0014,0.33692,1.0769,1.0298,0.63062,0.79515,0.64346,0.87325,0.52717,1.3753,0.92981,0.71424,0.89417,0.88345,0.91759,0.81422,1.0576
1.4123,1.0328,0.028908,0.52679,0.967,0.73201,1.0001,0.78824,0.64984,0.67048,0.90281,0.85767,0.93242,0.69018,1.0756,1.1589,0.89541,1.0281,1.0277,0.79083,0.90374,0.91395,0.34941,0.80992,1.2867,1.1102,0.77732,0.31585,0.54457,1.1266,1.2688,1.0494,1.1037,1.1445,0.65449,0.90476,1.3057,0.5606,0.6182,0.94227,0.94276,0.8552,0.50764,0.80654,0.7958,1.1579,0.50755,1.111,0.48622,1.1445,0.92151,0.94159,0.90631,0.5726,1.0934,1.2634,0.53977,0.69487,1.2272,1.269,1.0004,0.99362,0.63611,0.34045,0.76283,1.3317,1.4695,0.99461,0.47682,0.26665,1.1414,0.79983,0.99344,1.3503,0.97285,1.2636,0.5779,0.8091,0.87612,0.74642,0.73524,0.58874,0.31218,0.46566,0.77071,0.93369,0.85041,1.275,0.72804,1.0214,0.38071,1.6269,0.35227,1.6722,0.34712,0.98759,0.67674,0.86486,0.81774,1.3297,1.0079,1.2218,1.3113,0.85135,0.87295,0.97182,0.87984,0.82533,0.35079,0.63888,0.25294,1.1043,1.3114,0.79121,0.42384,1.6202,0.62819,0.84583,0.716,0.56476,1.7946,0.61082,0.6764,0.60349,0.75655,1.1727,0.87512,1.1882,0.19075,0.75793,0.74556,0.39847,1.0681,1.0938,0.90267,0.9407,0.40478,0.84959,0.76868,0.9513,0.76952,0.80807,0.82372,0.51473,0.42343,0.60011,0.86806,0.73446,0.58053,1.463,1.1788,0.055244,0.68477,0.86852,1.4198,1.0695,0.62416,-0.093899,1.086,0.873,0.99545,0.84824,1.3586,0.59896,0.76235,1.1548,0.83373,0.72791,1.0808,1.2767,0.98365,1.0475,1.2822,1.3112,0.88475,1.1834,0.6446,1.2814,0.7751,0.478,0.95395,1.4077,1.1923,1.0276,0.36526,1.0443,1.0215,0.6325,0.7751,0.69027,0.91227,0.56339,1.3775,0.92989,0.74445,0.88603,0.89615,0.92267,0.87799,1.036
1.4104,1.046,0.088964,0.55424,0.99972,0.72815,0.99611,0.82241,0.67829,0.69076,0.88751,0.88955,0.92618,0.71174,1.1095,1.1227,0.92917,1.0226,1.0503,0.78744,0.85242,0.92534,0.36064,0.80956,1.2685,1.1566,0.80691,0.31252,0.56557,1.114,1.2886,1.0988,1.1492,1.1477,0.67525,0.94739,1.3233,0.57986,0.6519,0.95564,0.92138,0.85042,0.59922,0.8496,0.84437,1.1566,0.50801,1.101,0.52235,1.1479,0.89433,0.93353,0.91216,0.5754,1.0961,1.2982,0.50344,0.69484,1.276,1.3376,1.0039,0.98605,0.69259,0.37549,0.78495,1.3604,1.4275,1.0626,0.47328,0.2909,1.0798,0.77505,0.98534,1.2957,0.97286,1.2549,0.64694,0.91563,0.9073,0.77121,0.75081,0.60683,0.34006,0.47947,0.81955,0.92535,0.83822,1.2802,0.76823,1.0574,0.41795,1.5727,0.39456,1.64,0.34039,1.0144,0.68527,0.90933,0.79982,1.3457,0.98878,1.2517,1.3389,0.84018,0.85956,1.0176,0.92136,0.90331,0.37813,0.62611,0.25089,1.0931,1.2725,0.7785,0.44232,1.6001,0.63215,0.87973,0.72413,0.59102,1.7664,0.65381,0.66413,0.62008,0.79523,1.2068,0.94618,1.1978,0.21496,0.79162,0.73323,0.45277,1.1012,1.0524,0.94771,0.95256,0.43636,0.83555,0.82532,0.95413,0.77568,0.82394,0.83942,0.55747,0.45963,0.62827,0.89798,0.75329,0.61228,1.4107,1.2014,0.11174,0.76661,0.897,1.4002,1.0989,0.62717,-0.017361,1.1103,0.93239,1.0051,0.86502,1.376,0.6335,0.75259,1.1645,0.845,0.71615,1.074,1.2665,0.98441,1.0628,1.3173,1.2949,0.90572,1.1883,0.73389,1.277,0.78643,0.50166,0.94845,1.4029,1.1398,1.051,0.39584,1.005,1.0128,0.63285,0.76068,0.73831,0.94978,0.60448,1.376,0.93159,0.77803,0.87444,0.91502,0.92162,0.94699,1.0107
1.4014,1.0566,0.1523,0.58625,1.0269,0.71888,0.99262,0.86351,0.7099,0.70427,0.86874,0.92265,0.91891,0.73942,1.1398,1.082,0.95913,1.0175,1.0745,0.78899,0.80707,0.92991,0.38571,0.81162,1.2486,1.1993,0.8374,0.31486,0.59044,1.0961,1.3078,1.1475,1.1972,1.1405,0.69805,0.98705,1.3405,0.60121,0.6871,0.97127,0.89746,0.84845,0.69182,0.89495,0.89389,1.1508,0.5073,1.0869,0.56494,1.1463,0.86038,0.93019,0.91969,0.57899,1.0993,1.3285,0.47571,0.69561,1.3222,1.402,1.0063,0.97915,0.75032,0.41351,0.81298,1.3902,1.3779,1.122,0.47374,0.3229,1.0164,0.74916,0.97946,1.2406,0.97546,1.2459,0.72014,1.0228,0.94026,0.79413,0.76536,0.6254,0.37968,0.49476,0.87046,0.91621,0.83126,1.2804,0.81108,1.0932,0.45996,1.5168,0.44254,1.598,0.33463,1.0436,0.70127,0.94935,0.78849,1.3562,0.96395,1.2766,1.3689,0.82958,0.8513,1.0652,0.96547,0.98323,0.40984,0.61404,0.25772,1.0758,1.2338,0.7655,0.46918,1.5709,0.63587,0.90878,0.73528,0.62694,1.7302,0.70277,0.64828,0.64302,0.83201,1.2382,1.0147,1.2039,0.25582,0.83215,0.72511,0.51702,1.1326,1.0115,0.98818,0.96141,0.473,0.82455,0.88276,0.96522,0.77997,0.84354,0.85458,0.60391,0.49179,0.65797,0.92703,0.77329,0.64643,1.3563,1.2235,0.17465,0.84831,0.92847,1.3754,1.1302,0.63247,0.066845,1.1323,0.98758,1.0055,0.88656,1.3867,0.66638,0.74811,1.177,0.8517,0.71038,1.0654,1.252,0.97985,1.0759,1.3377,1.2741,0.92486,1.1931,0.82886,1.2754,0.79695,0.53034,0.95006,1.3898,1.0882,1.0708,0.42752,0.96073,1.0038,0.63257,0.75255,0.78702,0.98514,0.65014,1.3698,0.93587,0.81516,0.85994,0.93972,0.91506,1.0193,0.98351
1.3846,1.0647,0.21771,0.62231,1.0479,0.70446,0.99034,0.91209,0.744,0.7099,0.84712,0.95634,0.91178,0.7747,1.1659,1.0381,0.98447,1.0132,1.0991,0.79568,0.7705,0.92791,0.42612,0.81652,1.2277,1.237,0.86741,0.32432,0.61954,1.0731,1.326,1.1954,1.2462,1.123,0.72268,1.0225,1.3575,0.62431,0.7225,0.98948,0.87238,0.84986,0.783,0.94213,0.94414,1.1404,0.50626,1.0693,0.61302,1.1391,0.8203,0.93302,0.92826,0.58426,1.103,1.3524,0.45968,0.69779,1.3644,1.4583,1.0081,0.97348,0.8087,0.45424,0.84678,1.4192,1.3231,1.1698,0.47901,0.36318,0.95378,0.72438,0.97592,1.1857,0.98205,1.2373,0.79536,1.1274,0.97515,0.8154,0.77914,0.64466,0.43131,0.51124,0.92313,0.9085,0.83107,1.2757,0.85557,1.1282,0.50568,1.4611,0.49514,1.5464,0.33166,1.0745,0.72552,0.98355,0.78522,1.3605,0.93433,1.2952,1.4006,0.82064,0.84995,1.114,1.0115,1.0622,0.4463,0.60373,0.27587,1.0528,1.1954,0.75355,0.50486,1.5322,0.64022,0.93274,0.7499,0.67248,1.685,0.75758,0.62961,0.67308,0.86696,1.2657,1.0798,1.2054,0.31457,0.87989,0.72234,0.59017,1.1629,0.97303,1.0228,0.96771,0.51439,0.81781,0.93897,0.98607,0.78278,0.86687,0.86787,0.65338,0.51868,0.68866,0.95451,0.79351,0.68248,1.3004,1.2454,0.24297,0.92681,0.9632,1.3464,1.1637,0.64141,0.15673,1.1509,1.0363,0.99775,0.91425,1.39,0.6969,0.74979,1.1922,0.85344,0.71198,1.0566,1.2337,0.97082,1.0855,1.3416,1.2482,0.94123,1.198,0.92713,1.2762,0.80669,0.56454,0.95896,1.3683,1.0405,1.0865,0.45904,0.91367,0.99425,0.63279,0.75072,0.83556,1.0178,0.69978,1.3581,0.94351,0.85566,0.84348,0.96924,0.90417,1.0921,0.95677
1.3597,1.0706,0.28386,0.66172,1.0625,0.68563,0.98994,0.96796,0.77956,0.7073,0.82363,0.98966,0.90643,0.81868,1.1871,0.99304,1.0047,1.01,1.1222,0.80714,0.7449,0.92038,0.48243,0.82438,1.2067,1.2678,0.89528,0.34205,0.65287,1.0458,1.3424,1.2424,1.2942,1.0961,0.74877,1.0526,1.3747,0.64871,0.75667,1.0105,0.84819,0.85494,0.87002,0.99033,0.99474,1.1259,0.50612,1.0492,0.66497,1.126,0.77545,0.9431,0.93676,0.59229,1.1073,1.3676,0.4582,0.70206,1.401,1.5026,1.0097,0.96934,0.8669,0.49712,0.88543,1.4452,1.2664,1.204,0.48959,0.41187,0.89468,0.70332,0.97457,1.1318,0.99361,1.2294,0.86986,1.2252,1.0119,0.83547,0.79257,0.66504,0.49439,0.52864,0.97688,0.90491,0.83878,1.267,0.90046,1.1617,0.55355,1.4072,0.55073,1.4859,0.33352,1.1059,0.75817,1.0106,0.79103,1.3579,0.90148,1.3063,1.4325,0.81469,0.85691,1.163,1.0586,1.137,0.48788,0.59643,0.30731,1.025,1.1578,0.74419,0.54928,1.4842,0.64607,0.95199,0.76833,0.72687,1.6302,0.81759,0.60943,0.71071,0.90026,1.2882,1.1405,1.2016,0.39129,0.93467,0.72592,0.67037,1.1928,0.93945,1.0504,0.97215,0.55982,0.81634,0.9917,1.0175,0.78483,0.89366,0.8778,0.70474,0.53938,0.71967,0.97958,0.81303,0.7199,1.2439,1.2672,0.31505,0.99885,1.0012,1.3146,1.1999,0.65534,0.24975,1.1652,1.0761,0.98334,0.94928,1.3858,0.72434,0.7581,1.2096,0.85023,0.72177,1.0492,1.2128,0.95886,1.0902,1.3282,1.2166,0.95403,1.2026,1.0255,1.2791,0.81584,0.60465,0.97469,1.3389,0.99981,1.0981,0.48923,0.86663,0.98373,0.63482,0.75443,0.88282,1.0471,0.75233,1.3401,0.95498,0.89884,0.82638,1.0018,0.89072,1.1619,0.93314
1.3269,1.0748,0.34942,0.70363,1.0711,0.66364,0.99181,1.0299,0.81524,0.69709,0.79953,1.0213,0.90492,0.87179,1.2032,0.94879,1.0199,1.0081,1.1421,0.82236,0.73142,0.90917,0.55383,0.83498,1.1869,1.2899,0.91928,0.36866,0.69004,1.0154,1.356,1.2884,1.3386,1.0622,0.77581,1.076,1.392,0.6739,0.78812,1.0343,0.82743,0.86358,0.95001,1.0384,1.0451,1.1085,0.50839,1.0277,0.71847,1.107,0.72796,0.96086,0.94357,0.60419,1.1124,1.3728,0.47339,0.70907,1.4305,1.531,1.0118,0.96663,0.92389,0.54128,0.92718,1.4657,1.2116,1.2233,0.50555,0.46865,0.84215,0.68874,0.97502,1.0796,1.0104,1.2225,0.94046,1.3118,1.0503,0.85497,0.80624,0.68728,0.56732,0.54676,1.0306,0.9083,0.85481,1.2552,0.94433,1.1928,0.60158,1.356,0.60719,1.4177,0.34215,1.1363,0.79845,1.0295,0.80626,1.3485,0.86765,1.3087,1.4627,0.81317,0.87292,1.2106,1.1053,1.2042,0.5348,0.59354,0.35304,0.99368,1.1213,0.73898,0.60173,1.4278,0.6541,0.96766,0.79073,0.78848,1.5656,0.88156,0.58951,0.75572,0.93206,1.3046,1.1955,1.1921,0.48454,0.99562,0.73659,0.75504,1.2236,0.91287,1.0706,0.97566,0.60817,0.82071,1.0386,1.0593,0.78707,0.92324,0.88285,0.75637,0.55352,0.75029,1.0013,0.83107,0.75811,1.1872,1.2886,0.38862,1.0613,1.042,1.2816,1.2385,0.67547,0.34299,1.1747,1.1052,0.96464,0.99245,1.3744,0.74799,0.77301,1.2282,0.84265,0.73972,1.0449,1.191,0.94621,1.0892,1.2976,1.179,0.96278,1.2065,1.1203,1.2833,0.82482,0.65093,0.99601,1.3029,0.96885,1.1057,0.5172,0.82273,0.97181,0.63999,0.76213,0.92743,1.0729,0.80633,1.3152,0.97021,0.94345,0.81021,1.0351,0.87689,1.2248,0.91539
1.2873,1.078,0.41326,0.74708,1.0746,0.64027,0.99598,1.0955,0.84945,0.68111,0.77639,1.0495,0.90943,0.93345,1.214,0.90759,1.0306,1.0075,1.1565,0.83972,0.72986,0.89681,0.63789,0.84762,1.1693,1.3013,0.9378,0.40408,0.73029,0.98324,1.3652,1.333,1.3767,1.0246,0.80318,1.0918,1.4091,0.6994,0.81549,1.0609,0.81299,0.87514,1.0202,1.0848,1.0942,1.0897,0.51471,1.0063,0.77073,1.0826,0.68071,0.98578,0.94671,0.62098,1.1181,1.3671,0.50621,0.71938,1.4516,1.5404,1.0148,0.96474,0.97839,0.58557,0.96952,1.4779,1.1626,1.2273,0.52653,0.53265,0.79907,0.68316,0.97672,1.0302,1.0319,1.2165,1.0038,1.3831,1.0895,0.87471,0.82084,0.71243,0.6474,0.56569,1.0826,0.92119,0.87858,1.2418,0.98573,1.2207,0.64752,1.3079,0.66202,1.3435,0.35907,1.1642,0.8445,1.0395,0.83031,1.3329,0.83574,1.3016,1.4888,0.81737,0.89769,1.2551,1.1499,1.2608,0.58705,0.59659,0.41274,0.96107,1.0865,0.7392,0.66074,1.3649,0.66466,0.98151,0.817,0.85487,1.4924,0.94757,0.57205,0.80711,0.96234,1.3137,1.2439,1.1769,0.59114,1.061,0.75463,0.84095,1.2564,0.89501,1.0835,0.97932,0.65799,0.83084,1.0778,1.11,0.79069,0.95455,0.88175,0.80624,0.56144,0.77985,1.0189,0.84713,0.79641,1.131,1.3092,0.46114,1.1115,1.0846,1.2492,1.2788,0.70261,0.43343,1.1797,1.1221,0.94444,1.0439,1.3568,0.76725,0.79377,1.2463,0.83195,0.76475,1.045,1.1709,0.93565,1.0819,1.2517,1.1357,0.96741,1.2086,1.2072,1.2883,0.83422,0.70335,1.021,1.262,0.94977,1.11,0.5426,0.78495,0.95794,0.6495,0.77169,0.96785,1.095,0.85987,1.2836,0.98836,0.98761,0.79655,1.0662,0.86498,1.2767,0.90605
1.2428,1.081,0.47459,0.79114,1.0746,0.61763,1.0019,1.1608,0.88059,0.66243,0.75592,1.0724,0.92201,1.0019,1.22,0.8715,1.038,1.008,1.1635,0.85716,0.73855,0.88625,0.73048,0.86121,1.155,1.3002,0.94967,0.44745,0.77256,0.95113,1.3681,1.3755,1.4058,0.98773,0.83015,1.0991,1.4251,0.72478,0.83776,1.0897,0.80765,0.88852,1.0783,1.1279,1.1407,1.0715,0.52657,0.98601,0.81882,1.0536,0.63713,1.0162,0.94415,0.64339,1.1244,1.351,0.55601,0.73321,1.4634,1.5292,1.0189,0.96249,1.0289,0.62863,1.0094,1.4795,1.1228,1.2176,0.55167,0.60238,0.76781,0.68845,0.97909,0.98495,1.0562,1.2108,1.0569,1.435,1.1287,0.89554,0.83701,0.74174,0.73091,0.58584,1.131,0.94528,0.90845,1.2284,1.0233,1.2444,0.68913,1.2626,0.71254,1.2657,0.38509,1.1877,0.89337,1.0404,0.86155,1.3123,0.80896,1.2844,1.5081,0.82817,0.92973,1.2945,1.1903,1.3044,0.64418,0.60703,0.48445,0.92966,1.0541,0.74552,0.72403,1.2979,0.67759,0.99572,0.84666,0.92294,1.4125,1.0131,0.55938,0.86288,0.99081,1.3151,1.2844,1.1566,0.70617,1.1281,0.77979,0.92448,1.2919,0.88684,1.0899,0.98427,0.70763,0.84585,1.1079,1.1667,0.79687,0.98618,0.87378,0.85215,0.56432,0.80781,1.0317,0.86105,0.83391,1.0759,1.3283,0.53009,1.1477,1.1275,1.219,1.3195,0.73687,0.5182,1.1808,1.1263,0.92555,1.1031,1.3343,0.78164,0.81887,1.262,0.81995,0.79475,1.0503,1.1552,0.93015,1.0688,1.1934,1.0876,0.96841,1.2079,1.2822,1.2936,0.84475,0.76157,1.0473,1.2187,0.94344,1.1117,0.5657,0.75582,0.94155,0.66421,0.78071,1.0026,1.1135,0.91079,1.2459,1.0078,1.029,0.78667,1.0923,0.85708,1.314,0.90703
1.196,1.0845,0.53307,0.83491,1.0729,0.59797,1.0087,1.2211,0.90724,0.64507,0.73984,1.0881,0.94403,1.074,1.2217,0.84216,1.0436,1.0091,1.1614,0.87259,0.75463,0.88043,0.82604,0.87428,1.1446,1.2853,0.95444,0.49719,0.81566,0.92067,1.3629,1.4147,1.4238,0.95624,0.85599,1.0975,1.4389,0.74975,0.85435,1.1201,0.81356,0.90225,1.1226,1.1658,1.1824,1.0562,0.54503,0.96818,0.86,1.0215,0.60087,1.0493,0.93417,0.67173,1.1307,1.3257,0.62037,0.75038,1.4654,1.4976,1.0241,0.95827,1.0738,0.66901,1.0438,1.4691,1.0947,1.1965,0.5798,0.67585,0.74995,0.70544,0.98169,0.94535,1.0809,1.2045,1.0974,1.4647,1.1666,0.91826,0.85518,0.77646,0.81344,0.60806,1.1738,0.98095,0.94173,1.2165,1.0557,1.2629,0.72447,1.2188,0.75623,1.1873,0.41998,1.2054,0.94127,1.0327,0.89741,1.2885,0.79052,1.2569,1.5184,0.84582,0.96637,1.3267,1.2242,1.3335,0.70521,0.6261,0.56453,0.90215,1.0252,0.75768,0.78871,1.23,0.69226,1.0124,0.8788,0.98921,1.3296,1.0754,0.55373,0.92011,1.0168,1.3085,1.3159,1.1323,0.82337,1.1936,0.81119,1.0019,1.3303,0.88835,1.0911,0.99161,0.75544,0.86407,1.1286,1.2254,0.80659,1.0165,0.85895,0.89199,0.56416,0.83387,1.0399,0.87296,0.86943,1.0224,1.345,0.59349,1.1691,1.1686,1.1923,1.3585,0.77755,0.59491,1.1796,1.1187,0.91034,1.1682,1.3087,0.79093,0.84608,1.273,0.8089,0.82676,1.0606,1.1463,0.93242,1.0512,1.1274,1.0364,0.96674,1.203,1.3419,1.2987,0.85705,0.82476,1.0722,1.1751,0.94915,1.1116,0.58747,0.73693,0.92218,0.68443,0.7871,1.0302,1.1288,0.95681,1.2036,1.0261,1.0651,0.78126,1.1112,0.85462,1.3343,0.91922
